Timestamp,Table,"Record ID",User,Action,Query
"2026-05-08 10:39:47",tc_daily_reports,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_daily_reports SET custom_id = :upd_custom_id, unique_number = :upd_unique_number WHERE id = :id"
"2026-05-08 10:39:47",tc_daily_reports,1,Lakshmi,"ADD REPORT","INSERT INTO tc_daily_reports (user_id,report_date,activity_details,hours_spent,created_date_time,updated_date_time) VALUES (:user_id,:report_date,:activity_details,:hours_spent,:created_date_time,:updated_date_time)"
"2026-05-08 10:51:50",tc_logins,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-08 10:51:50",DATABASE,0,Lakshmi,BACKUP,"BACKUP TRIGGERED"
"2026-05-08 10:51:50",tc_users,1,Lakshmi,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-08_10-51-50.sql"
"2026-05-08 11:17:33",tc_users,Multiple/Where,Guest/System,UPDATE,"UPDATE tc_users SET custom_id = :upd_custom_id, unique_number = :upd_unique_number WHERE id = :id"
"2026-05-08 11:17:33",tc_users,1,Guest/System,REGISTER,"INSERT INTO tc_users (name,mobile,username,password,role,created_date_time,updated_date_time) VALUES (:name,:mobile,:username,:password,:role,:created_date_time,:updated_date_time)"
"2026-05-08 11:17:48",tc_users,1,Lakshmi,LOGIN,"USER LOGIN SUCCESS"
"2026-05-08 11:17:48",tc_logins,1,Lakshmi,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-08 11:18:30",tc_roles,1,Lakshmi,"ADD ROLE","INSERT INTO tc_roles (role_name,description,created_date_time) VALUES (:role_name,:description,:created_date_time)"
"2026-05-08 11:21:59",tc_roles,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_roles SET role_id = :upd_role_id WHERE id = :id"
"2026-05-08 11:21:59",tc_roles,1,Lakshmi,"ADD ROLE","INSERT INTO tc_roles (role_name,description,created_date_time) VALUES (:role_name,:description,:created_date_time)"
"2026-05-08 11:24:14",tc_company,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_company SET company_id = :upd_company_id WHERE id = :id"
"2026-05-08 11:24:14",tc_company,1,Lakshmi,"ADD COMPANY","INSERT INTO tc_company (company_name,company_email,company_mobile,company_address,updated_date_time,created_date_time) VALUES (:company_name,:company_email,:company_mobile,:company_address,:updated_date_time,:created_date_time)"
"2026-05-08 11:24:25",tc_company,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_company SET company_name = :upd_company_name, company_email = :upd_company_email, company_mobile = :upd_company_mobile, company_address = :upd_company_address, updated_date_time = :upd_updated_date_time WHERE id = :id"
"2026-05-08 11:25:03",tc_users,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_users SET user_id = :upd_user_id, unique_number = :upd_unique_number WHERE id = :id"
"2026-05-08 11:25:03",tc_users,2,Lakshmi,"ADD USER","INSERT INTO tc_users (name,mobile,username,password,role,created_date_time,updated_date_time) VALUES (:name,:mobile,:username,:password,:role,:created_date_time,:updated_date_time)"
"2026-05-08 11:36:44",tc_logins,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-08 11:36:44",DATABASE,0,Lakshmi,BACKUP,"BACKUP TRIGGERED"
"2026-05-08 11:36:45",tc_users,1,Lakshmi,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-08_11-36-44.sql"
"2026-05-08 11:37:10",tc_users,1,Lakshmi,LOGIN,"USER LOGIN SUCCESS"
"2026-05-08 11:37:10",tc_logins,2,Lakshmi,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-08 11:38:25",tc_logins,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-08 11:38:25",DATABASE,0,Lakshmi,BACKUP,"BACKUP TRIGGERED"
"2026-05-08 11:38:25",tc_users,1,Lakshmi,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-08_11-38-25.sql"
"2026-05-08 11:38:34",tc_users,2,Selvam,LOGIN,"USER LOGIN SUCCESS"
"2026-05-08 11:38:34",tc_logins,3,Selvam,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-08 11:39:04",tc_logins,Multiple/Where,Selvam,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-08 11:39:04",DATABASE,0,Selvam,BACKUP,"BACKUP TRIGGERED"
"2026-05-08 11:39:04",tc_users,2,Selvam,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-08_11-39-04.sql"
"2026-05-08 11:39:14",tc_users,1,Lakshmi,LOGIN,"USER LOGIN SUCCESS"
"2026-05-08 11:39:14",tc_logins,4,Lakshmi,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-08 11:39:41",tc_tasks,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_tasks SET custom_id = :upd_custom_id, unique_number = :upd_unique_number WHERE id = :id"
"2026-05-08 11:39:41",tc_tasks,1,Lakshmi,"ADD TASK","INSERT INTO tc_tasks (title,description,assigned_to,assigned_by,due_date,status,created_date_time,updated_date_time) VALUES (:title,:description,:assigned_to,:assigned_by,:due_date,:status,:created_date_time,:updated_date_time)"
"2026-05-08 11:40:01",tc_users,2,Selvam,LOGIN,"USER LOGIN SUCCESS"
"2026-05-08 11:40:01",tc_logins,5,Selvam,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-08 11:40:33",tc_tasks,Multiple/Where,Selvam,UPDATE,"UPDATE tc_tasks SET status = :upd_status WHERE id = :id"
"2026-05-08 11:41:27",tc_daily_reports,Multiple/Where,Selvam,UPDATE,"UPDATE tc_daily_reports SET custom_id = :upd_custom_id, unique_number = :upd_unique_number WHERE id = :id"
"2026-05-08 11:41:27",tc_daily_reports,1,Selvam,"ADD REPORT","INSERT INTO tc_daily_reports (user_id,report_date,activity_details,hours_spent,created_date_time,updated_date_time) VALUES (:user_id,:report_date,:activity_details,:hours_spent,:created_date_time,:updated_date_time)"
"2026-05-08 11:41:36",tc_daily_reports,Multiple/Where,Selvam,UPDATE,"UPDATE tc_daily_reports SET custom_id = :upd_custom_id, unique_number = :upd_unique_number WHERE id = :id"
"2026-05-08 11:41:36",tc_daily_reports,2,Selvam,"ADD REPORT","INSERT INTO tc_daily_reports (user_id,report_date,activity_details,hours_spent,created_date_time,updated_date_time) VALUES (:user_id,:report_date,:activity_details,:hours_spent,:created_date_time,:updated_date_time)"
"2026-05-08 11:41:50",tc_logins,Multiple/Where,Selvam,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-08 11:41:50",DATABASE,0,Selvam,BACKUP,"BACKUP TRIGGERED"
"2026-05-08 11:41:51",tc_users,2,Selvam,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-08_11-41-50.sql"
"2026-05-08 11:46:57",tc_logins,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-08 11:46:57",DATABASE,0,Lakshmi,BACKUP,"BACKUP TRIGGERED"
"2026-05-08 11:46:57",tc_users,1,Lakshmi,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-08_11-46-57.sql"
"2026-05-08 12:32:35",tc_users,1,Lakshmi,LOGIN,"USER LOGIN SUCCESS"
"2026-05-08 12:32:35",tc_logins,6,Lakshmi,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-08 17:14:56",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET course_id = :upd_course_id WHERE id = :id"
"2026-05-08 17:14:56",tc_course,1,Lakshmi,"ADD COURSE","INSERT INTO tc_course (course_name,course_duration,course_fee,created_date_time) VALUES (:course_name,:course_duration,:course_fee,:created_date_time)"
"2026-05-08 17:16:05",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET course_id = :upd_course_id WHERE id = :id"
"2026-05-08 17:16:05",tc_course,1,Lakshmi,"ADD COURSE","INSERT INTO tc_course (course_name,course_duration,course_fee,created_date_time,updated_date_time) VALUES (:course_name,:course_duration,:course_fee,:created_date_time,:updated_date_time)"
"2026-05-08 17:32:42",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET course_name = :upd_course_name, course_duration = :upd_course_duration, course_fee = :upd_course_fee, created_date_time = :upd_created_date_time, updated_date_time = :upd_updated_date_time WHERE course_id = :course_id"
"2026-05-08 17:37:11",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET course_id = :upd_course_id WHERE id = :id"
"2026-05-08 17:37:11",tc_course,2,Lakshmi,"ADD COURSE","INSERT INTO tc_course (course_name,course_duration,course_fee,created_date_time,updated_date_time) VALUES (:course_name,:course_duration,:course_fee,:created_date_time,:updated_date_time)"
"2026-05-08 17:53:02",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET deleted = :upd_deleted WHERE id = :id"
"2026-05-08 17:54:50",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET deleted = :upd_deleted WHERE id = :id"
"2026-05-08 17:57:23",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET deleted = :upd_deleted WHERE course_id = :id"
"2026-05-08 17:58:08",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET deleted = :upd_deleted WHERE course_id = :id"
"2026-05-08 18:03:24",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET deleted = :upd_deleted, updated_date_time = :upd_updated_date_time WHERE course_id = :id"
"2026-05-09 09:25:53",tc_users,1,Lakshmi,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 09:25:53",tc_logins,7,Lakshmi,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 09:37:08",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET course_id = :upd_course_id WHERE id = :id"
"2026-05-09 09:37:08",tc_course,3,Lakshmi,"ADD COURSE","INSERT INTO tc_course (course_name,course_duration,course_fee,created_date_time,updated_date_time) VALUES (:course_name,:course_duration,:course_fee,:created_date_time,:updated_date_time)"
"2026-05-09 09:37:26",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET course_id = :upd_course_id WHERE id = :id"
"2026-05-09 09:37:26",tc_course,4,Lakshmi,"ADD COURSE","INSERT INTO tc_course (course_name,course_duration,course_fee,created_date_time,updated_date_time) VALUES (:course_name,:course_duration,:course_fee,:created_date_time,:updated_date_time)"
"2026-05-09 09:41:26",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET deleted = :upd_deleted, updated_date_time = :upd_updated_date_time WHERE course_id = :id"
"2026-05-09 09:52:02",tc_roles,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_roles SET role_id = :upd_role_id WHERE id = :id"
"2026-05-09 09:52:02",tc_roles,2,Lakshmi,"ADD ROLE","INSERT INTO tc_roles (role_name,description,created_date_time) VALUES (:role_name,:description,:created_date_time)"
"2026-05-09 09:57:22",tc_course,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_course SET course_id = :upd_course_id WHERE id = :id"
"2026-05-09 09:57:22",tc_course,5,Lakshmi,"ADD COURSE","INSERT INTO tc_course (course_name,course_duration,course_fee,created_date_time,updated_date_time) VALUES (:course_name,:course_duration,:course_fee,:created_date_time,:updated_date_time)"
"2026-05-09 09:59:45",tc_staff,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_staff SET staff_id = :upd_staff_id WHERE id = :id"
"2026-05-09 09:59:45",tc_staff,1,Lakshmi,"ADD STAFF","INSERT INTO tc_staff (staff_name,staff_number,role_id,course_id,salary,username,password,address,updated_date_time,created_date_time) VALUES (:staff_name,:staff_number,:role_id,:course_id,:salary,:username,:password,:address,:updated_date_time,:created_date_time)"
"2026-05-09 09:59:55",tc_staff,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_staff SET staff_name = :upd_staff_name, staff_number = :upd_staff_number, role_id = :upd_role_id, course_id = :upd_course_id, salary = :upd_salary, username = :upd_username, password = :upd_password, address = :upd_address, updated_date_time = :upd_updated_date_time WHERE id = :id"
"2026-05-09 10:00:43",tc_staff,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_staff SET staff_id = :upd_staff_id WHERE id = :id"
"2026-05-09 10:00:43",tc_staff,2,Lakshmi,"ADD STAFF","INSERT INTO tc_staff (staff_name,staff_number,role_id,course_id,salary,username,password,address,updated_date_time,created_date_time) VALUES (:staff_name,:staff_number,:role_id,:course_id,:salary,:username,:password,:address,:updated_date_time,:created_date_time)"
"2026-05-09 10:00:50",tc_staff,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_staff SET deleted = :upd_deleted, updated_date_time = :upd_updated_date_time WHERE id = :id"
"2026-05-09 10:02:19",tc_staff,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_staff SET staff_id = :upd_staff_id WHERE id = :id"
"2026-05-09 10:02:19",tc_staff,3,Lakshmi,"ADD STAFF","INSERT INTO tc_staff (staff_name,staff_number,role_id,course_id,salary,username,password,address,updated_date_time,created_date_time) VALUES (:staff_name,:staff_number,:role_id,:course_id,:salary,:username,:password,:address,:updated_date_time,:created_date_time)"
"2026-05-09 10:44:29",tc_enrollment,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_enrollment SET enrollment_id = :upd_enrollment_id, student_id = :upd_student_id WHERE id = :id"
"2026-05-09 10:44:29",tc_enrollment,1,Lakshmi,"ADD ENROLLMENT","INSERT INTO tc_enrollment (student_name,father_spouse_name,address,mobile_number,parent_contact_no,course_id,duration,from_time,to_time,staff_id,fees_type,fees_amount,paid_amount,balance_amount,dob,doj,blood_group,updated_date_time,candidate_photo,created_date_time) VALUES (:student_name,:father_spouse_name,:address,:mobile_number,:parent_contact_no,:course_id,:duration,:from_time,:to_time,:staff_id,:fees_type,:fees_amount,:paid_amount,:balance_amount,:dob,:doj,:blood_group,:updated_date_time,:candidate_photo,:created_date_time)"
"2026-05-09 10:44:41",tc_enrollment,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_enrollment SET enrollment_id = :upd_enrollment_id, student_id = :upd_student_id WHERE id = :id"
"2026-05-09 10:44:41",tc_enrollment,2,Lakshmi,"ADD ENROLLMENT","INSERT INTO tc_enrollment (student_name,father_spouse_name,address,mobile_number,parent_contact_no,course_id,duration,from_time,to_time,staff_id,fees_type,fees_amount,paid_amount,balance_amount,dob,doj,blood_group,updated_date_time,candidate_photo,created_date_time) VALUES (:student_name,:father_spouse_name,:address,:mobile_number,:parent_contact_no,:course_id,:duration,:from_time,:to_time,:staff_id,:fees_type,:fees_amount,:paid_amount,:balance_amount,:dob,:doj,:blood_group,:updated_date_time,:candidate_photo,:created_date_time)"
"2026-05-09 10:48:12",tc_enrollment,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_enrollment SET enrollment_id = :upd_enrollment_id, student_id = :upd_student_id WHERE id = :id"
"2026-05-09 10:48:12",tc_enrollment,1,Lakshmi,"ADD ENROLLMENT","INSERT INTO tc_enrollment (student_name,father_spouse_name,address,mobile_number,parent_contact_no,course_id,duration,from_time,to_time,staff_id,fees_type,fees_amount,paid_amount,balance_amount,dob,doj,blood_group,updated_date_time,candidate_photo,created_date_time) VALUES (:student_name,:father_spouse_name,:address,:mobile_number,:parent_contact_no,:course_id,:duration,:from_time,:to_time,:staff_id,:fees_type,:fees_amount,:paid_amount,:balance_amount,:dob,:doj,:blood_group,:updated_date_time,:candidate_photo,:created_date_time)"
"2026-05-09 10:52:36",tc_enrollment,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_enrollment SET student_name = :upd_student_name, father_spouse_name = :upd_father_spouse_name, address = :upd_address, mobile_number = :upd_mobile_number, parent_contact_no = :upd_parent_contact_no, course_id = :upd_course_id, duration = :upd_duration, from_time = :upd_from_time, to_time = :upd_to_time, staff_id = :upd_staff_id, fees_type = :upd_fees_type, fees_amount = :upd_fees_amount, paid_amount = :upd_paid_amount, balance_amount = :upd_balance_amount, dob = :upd_dob, doj = :upd_doj, blood_group = :upd_blood_group, updated_date_time = :upd_updated_date_time WHERE enrollment_id = :id"
"2026-05-09 13:20:35",tc_tasks,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_tasks SET custom_id = :upd_custom_id, unique_number = :upd_unique_number WHERE id = :id"
"2026-05-09 13:20:35",tc_tasks,2,Lakshmi,"ADD TASK","INSERT INTO tc_tasks (title,description,assigned_to,assigned_by,due_date,status,created_date_time,updated_date_time) VALUES (:title,:description,:assigned_to,:assigned_by,:due_date,:status,:created_date_time,:updated_date_time)"
"2026-05-09 13:20:41",tc_logins,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-09 13:20:41",DATABASE,0,Lakshmi,BACKUP,"BACKUP TRIGGERED"
"2026-05-09 13:20:41",tc_users,1,Lakshmi,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-09_13-20-41.sql"
"2026-05-09 13:23:01",tc_users,3,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:23:01",tc_logins,8,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:23:07",tc_users,3,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:23:07",tc_logins,9,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:23:09",tc_users,3,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:23:09",tc_logins,10,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:23:57",tc_users,3,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:23:57",tc_logins,11,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:24:31",tc_users,3,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:24:31",tc_logins,12,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:29:14",tc_users,1,Lakshmi,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:29:14",tc_logins,13,Lakshmi,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:33:23",tc_tasks,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_tasks SET custom_id = :upd_custom_id, unique_number = :upd_unique_number WHERE id = :id"
"2026-05-09 13:33:23",tc_tasks,1,Lakshmi,"ADD TASK","INSERT INTO tc_tasks (title,description,assigned_to,assigned_by,due_date,status,created_date_time,updated_date_time) VALUES (:title,:description,:assigned_to,:assigned_by,:due_date,:status,:created_date_time,:updated_date_time)"
"2026-05-09 13:41:18",tc_logins,Multiple/Where,Kumar,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-09 13:41:18",DATABASE,0,Kumar,BACKUP,"BACKUP TRIGGERED"
"2026-05-09 13:41:18",tc_users,3,Kumar,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-09_13-41-18.sql"
"2026-05-09 13:41:26",tc_users,UUJBWW1TeW8wamlZM1Zuc2dlZXl0Q0VzdDNtVS9WU05BSVdyQUFZZjVJST0=,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:41:26",tc_logins,14,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:41:38",tc_users,UUJBWW1TeW8wamlZM1Zuc2dlZXl0Q0VzdDNtVS9WU05BSVdyQUFZZjVJST0=,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:41:38",tc_logins,15,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:42:03",tc_users,UUJBWW1TeW8wamlZM1Zuc2dlZXl0Q0VzdDNtVS9WU05BSVdyQUFZZjVJST0=,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:42:03",tc_logins,16,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:44:22",tc_users,3,Kumar,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:44:22",tc_logins,17,Kumar,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 13:58:42",tc_logins,Multiple/Where,Kumar,UPDATE,"UPDATE tc_logins SET logout_date_time = :upd_logout_date_time WHERE id = :id"
"2026-05-09 13:58:42",DATABASE,0,Kumar,BACKUP,"BACKUP TRIGGERED"
"2026-05-09 13:58:42",tc_users,UUJBWW1TeW8wamlZM1Zuc2dlZXl0Q0VzdDNtVS9WU05BSVdyQUFZZjVJST0=,Kumar,LOGOUT,"USER LOGOUT - Backup created: backup_training_center_db_2026-05-09_13-58-42.sql"
"2026-05-09 13:58:56",tc_users,1,Lakshmi,LOGIN,"USER LOGIN SUCCESS"
"2026-05-09 13:58:56",tc_logins,18,Lakshmi,LOGIN_RECORD,"INSERT INTO tc_logins (user_id,login_date_time) VALUES (:user_id,:login_date_time)"
"2026-05-09 16:46:28",tc_payment_mode,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_payment_mode SET payment_mode_id = :upd_payment_mode_id WHERE id = :id"
"2026-05-09 16:46:28",tc_payment_mode,1,Lakshmi,"ADD PAYMENT MODE","INSERT INTO tc_payment_mode (payment_mode_name,created_date_time,updated_date_time) VALUES (:payment_mode_name,:created_date_time,:updated_date_time)"
"2026-05-09 16:46:49",tc_payment_mode,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_payment_mode SET payment_mode_id = :upd_payment_mode_id WHERE id = :id"
"2026-05-09 16:46:49",tc_payment_mode,2,Lakshmi,"ADD PAYMENT MODE","INSERT INTO tc_payment_mode (payment_mode_name,created_date_time,updated_date_time) VALUES (:payment_mode_name,:created_date_time,:updated_date_time)"
"2026-05-09 16:46:55",tc_payment_mode,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_payment_mode SET payment_mode_id = :upd_payment_mode_id WHERE id = :id"
"2026-05-09 16:46:55",tc_payment_mode,3,Lakshmi,"ADD PAYMENT MODE","INSERT INTO tc_payment_mode (payment_mode_name,created_date_time,updated_date_time) VALUES (:payment_mode_name,:created_date_time,:updated_date_time)"
"2026-05-09 16:47:00",tc_payment_mode,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_payment_mode SET payment_mode_name = :upd_payment_mode_name, created_date_time = :upd_created_date_time, updated_date_time = :upd_updated_date_time WHERE payment_mode_id = :payment_mode_id"
"2026-05-09 16:47:17",tc_payment_mode,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_payment_mode SET payment_mode_id = :upd_payment_mode_id WHERE id = :id"
"2026-05-09 16:47:17",tc_payment_mode,4,Lakshmi,"ADD PAYMENT MODE","INSERT INTO tc_payment_mode (payment_mode_name,created_date_time,updated_date_time) VALUES (:payment_mode_name,:created_date_time,:updated_date_time)"
"2026-05-09 16:47:21",tc_payment_mode,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_payment_mode SET deleted = :upd_deleted, updated_date_time = :upd_updated_date_time WHERE payment_mode_id = :payment_mode_id"
"2026-05-09 17:09:56",tc_bank,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_bank SET bank_id = :upd_bank_id WHERE id = :id"
"2026-05-09 17:09:56",tc_bank,1,Lakshmi,"ADD BANK","INSERT INTO tc_bank (bank_name,account_name,account_number,ifsc_code,payment_mode,branch,created_date_time,updated_date_time) VALUES (:bank_name,:account_name,:account_number,:ifsc_code,:payment_mode,:branch,:created_date_time,:updated_date_time)"
"2026-05-09 17:12:17",tc_bank,Multiple/Where,Lakshmi,UPDATE,"UPDATE tc_bank SET bank_name = :upd_bank_name, account_name = :upd_account_name, account_number = :upd_account_number, ifsc_code = :upd_ifsc_code, payment_mode = :upd_payment_mode, branch = :upd_branch, created_date_time = :upd_created_date_time, updated_date_time = :upd_updated_date_time WHERE bank_id = :bank_id"
